401,nav.vehicle_width
402,nav.vehicle_length
403,nav.stop_distance
404,nav.slow_distance
461,nav.slow_width_offset
462,nav.stop_width_offset
463,nav.stop_forward_offset
973,main.user_speed_level
2401,rack.max_contour_length
2402,rack.max_contour_width
2228,obstacle.use_stereo_points
2555,sh100.disable_particular_tofs
